Order_ID,Date,Time,Restaurant,Food_Item,Order_Amount,Discount_Percentage,Revenue,Delivery_Time_Minutes,Payment_Method,Delivery_Status,Month,Day_Name,Year,Revenue_Category
ZOMC22FD61B,2026-04-21,14:40,Biryani House,Ice Cream,500.34,4,480.33,15,Debit Card,Delayed,4,Tuesday,2026,Medium
ZOM2B895C9B,2026-04-22,03:46,McDonald's,Biryani,947.78,24,720.31,66,Debit Card,Cancelled,4,Wednesday,2026,High
ZOMF75261FF,2026-04-13,04:00,Burger King,Pizza,889.31,33,595.84,30,Wallet,Delivered,4,Monday,2026,High
ZOM0A1F4ACB,2026-04-15,01:40,Biryani House,Pasta,1165.23,11,1037.05,58,Credit Card,Cancelled,4,Wednesday,2026,Very High
ZOM8412D09C,2026-04-09,06:20,Burger King,Sandwich,1228.23,24,933.45,36,Wallet,Delayed,4,Thursday,2026,High
ZOM4C6722A1,2026-04-27,15:57,Domino's,Sandwich,128.1,11,114.01,66,Cash,Cancelled,4,Monday,2026,Low
ZOM32B06B0D,2026-04-06,21:56,Haldiram's,Pizza,636.03,26,470.66,52,Upi,Delivered,4,Monday,2026,Medium
ZOM982C14A0,2026-04-08,14:23,Barbeque Nation,Sandwich,463.13,11,412.19,51,Debit Card,Cancelled,4,Wednesday,2026,Medium
ZOMB292BD12,2026-04-27,22:03,Cafe Coffee Day,Pizza,464.9,24,353.32,23,Credit Card,Delivered,4,Monday,2026,Medium
ZOM6F5F69DF,2026-04-13,10:08,Domino's,Fries,1285.36,19,1041.14,37,Cash,Delayed,4,Monday,2026,Very High
ZOMC55D8AD6,2026-04-25,13:16,Barbeque Nation,Noodles,811.7,5,771.12,65,Credit Card,Cancelled,4,Saturday,2026,High
ZOM780FE2B0,2026-04-22,00:15,Barbeque Nation,Ice Cream,1325.71,17,1100.34,24,Upi,Cancelled,4,Wednesday,2026,Very High
ZOM3455A67F,2026-04-28,22:36,KFC,Ice Cream,743.44,31,512.97,38,Credit Card,Delayed,4,Tuesday,2026,High
ZOME9041D96,2026-04-13,13:09,KFC,Coffee,1498.71,8,1378.81,17,Debit Card,Cancelled,4,Monday,2026,Very High
ZOM3FE3D365,2026-04-26,14:38,Biryani House,Sandwich,1190.14,33,797.39,52,Upi,Delivered,4,Sunday,2026,High
ZOMD5B2EEF9,2026-04-12,18:19,Burger King,Biryani,902.39,31,622.65,62,Upi,Cancelled,4,Sunday,2026,High
ZOM935C1E1F,2026-04-06,19:33,Biryani House,Paneer Tikka,653.99,10,588.59,54,Cash,Delivered,4,Monday,2026,High
ZOM8399DB4A,2026-04-13,13:25,Haldiram's,Paneer Tikka,220.29,29,156.41,41,Cash,Delivered,4,Monday,2026,Low
ZOMB9CB5977,2026-04-29,11:24,Haldiram's,Biryani,962.18,37,606.17,52,Wallet,Delayed,4,Wednesday,2026,High
ZOM7EEE4766,2026-04-18,07:13,Cafe Coffee Day,Coffee,562.45,35,365.59,50,Wallet,Cancelled,4,Saturday,2026,Medium
ZOMAD2133D6,2026-04-23,15:28,Biryani House,Pizza,963.06,23,741.56,34,Upi,Delivered,4,Thursday,2026,High
ZOMB46309C8,2026-04-09,16:11,Haldiram's,Pasta,187.42,16,157.43,21,Credit Card,Delivered,4,Thursday,2026,Low
ZOMF9F2181F,2026-04-20,16:47,McDonald's,Biryani,381.65,38,236.62,23,Debit Card,Delivered,4,Monday,2026,Medium
ZOMEFB9A7F6,2026-04-01,00:57,Domino's,Noodles,211.77,19,171.53,40,Cash,Delayed,4,Wednesday,2026,Low
ZOMD1A747F8,2026-04-24,23:04,KFC,Pizza,1440.09,19,1166.47,70,Credit Card,Delayed,4,Friday,2026,Very High
ZOMD185F6FE,2026-04-30,18:04,Domino's,Pasta,420.46,7,391.03,48,Wallet,Cancelled,4,Thursday,2026,Medium
ZOM19C61443,2026-04-11,04:57,Cafe Coffee Day,Biryani,997.08,34,658.07,17,Wallet,Delayed,4,Saturday,2026,High
ZOMF066190C,2026-04-18,13:41,Subway,Biryani,571.57,24,434.39,62,Cash,Cancelled,4,Saturday,2026,Medium
ZOMF534D241,2026-04-30,00:21,Domino's,Ice Cream,977.1,9,889.16,26,Cash,Cancelled,4,Thursday,2026,High
ZOM83275836,2026-04-27,07:01,Biryani House,Coffee,906.91,31,625.77,53,Upi,Delayed,4,Monday,2026,High
ZOM499349D4,2026-04-09,17:57,Haldiram's,Ice Cream,976.21,8,898.11,67,Upi,Delayed,4,Thursday,2026,High
ZOM56AB589B,2026-04-28,11:25,McDonald's,Noodles,856.85,0,856.85,57,Credit Card,Delivered,4,Tuesday,2026,High
ZOM52533967,2026-04-21,00:28,McDonald's,Ice Cream,969.65,26,717.54,42,Wallet,Cancelled,4,Tuesday,2026,High
ZOMA00CF518,2026-04-16,04:48,Domino's,Sandwich,1174.98,18,963.48,30,Credit Card,Cancelled,4,Thursday,2026,High
ZOM55E3F4DA,2026-04-09,03:45,McDonald's,Pasta,345.45,14,297.09,45,Wallet,Cancelled,4,Thursday,2026,Medium
ZOM1391E63A,2026-04-28,12:06,Cafe Coffee Day,Noodles,137.57,31,94.92,27,Cash,Delivered,4,Tuesday,2026,Low
ZOMA4D83FC5,2026-04-16,11:03,Haldiram's,Biryani,431.54,5,409.96,17,Cash,Delayed,4,Thursday,2026,Medium
ZOM2DB5E327,2026-04-11,19:47,McDonald's,Paneer Tikka,1273.44,38,789.53,27,Wallet,Cancelled,4,Saturday,2026,High
ZOM5E173D56,2026-04-07,06:29,Burger King,Sandwich,175.63,19,142.26,69,Credit Card,Cancelled,4,Tuesday,2026,Low
ZOM01CABFF6,2026-04-28,14:18,Subway,Noodles,878.93,0,878.93,42,Upi,Cancelled,4,Tuesday,2026,High
ZOM1C784540,2026-04-24,17:26,Pizza Hut,Burger,1315.08,14,1130.97,15,Debit Card,Cancelled,4,Friday,2026,Very High
ZOMC6E67A9D,2026-04-11,02:49,Cafe Coffee Day,Pizza,1164.74,4,1118.15,59,Wallet,Cancelled,4,Saturday,2026,Very High
ZOMCA30F8FF,2026-04-03,15:44,Barbeque Nation,Paneer Tikka,449.67,10,404.7,37,Upi,Cancelled,4,Friday,2026,Medium
ZOM64D3EEFD,2026-04-12,12:12,Haldiram's,Burger,1460.81,2,1431.59,50,Credit Card,Delayed,4,Sunday,2026,Very High
ZOMFD5E27B9,2026-04-01,11:22,McDonald's,Fries,871.56,5,827.98,68,Debit Card,Cancelled,4,Wednesday,2026,High
ZOM6103E61F,2026-04-09,22:51,KFC,Paneer Tikka,974.43,23,750.31,57,Upi,Cancelled,4,Thursday,2026,High
ZOMEBF4BD42,2026-04-02,20:31,Domino's,Sandwich,1253.34,0,1253.34,15,Wallet,Delivered,4,Thursday,2026,Very High
ZOMFC3C481D,2026-04-29,00:45,McDonald's,Ice Cream,549.85,19,445.38,32,Upi,Delivered,4,Wednesday,2026,Medium
ZOM2255C131,2026-04-20,22:34,Barbeque Nation,Pizza,326.46,5,310.14,58,Cash,Delayed,4,Monday,2026,Medium
ZOMF9663854,2026-04-13,12:49,KFC,Ice Cream,341.24,2,334.42,38,Wallet,Delayed,4,Monday,2026,Medium
ZOM3FE0CFD4,2026-04-13,21:17,Cafe Coffee Day,Ice Cream,987.11,1,977.24,49,Upi,Delivered,4,Monday,2026,High
ZOM7E5811F7,2026-04-13,10:10,McDonald's,Coffee,959.15,21,757.73,33,Debit Card,Delayed,4,Monday,2026,High
ZOMFC752E23,2026-04-20,06:55,Pizza Hut,Coffee,401.14,15,340.97,23,Cash,Delivered,4,Monday,2026,Medium
ZOMBE17714A,2026-04-30,06:38,Subway,Pizza,1479.93,19,1198.74,47,Wallet,Delivered,4,Thursday,2026,Very High
ZOM83D4D00D,2026-04-25,13:31,Barbeque Nation,Noodles,178.75,38,110.83,17,Wallet,Delivered,4,Saturday,2026,Low
ZOM0D12142C,2026-04-02,21:45,McDonald's,Ice Cream,282.13,39,172.1,68,Credit Card,Delivered,4,Thursday,2026,Low
ZOM1A858C00,2026-04-03,02:12,Biryani House,Coffee,1059.43,9,964.08,21,Upi,Cancelled,4,Friday,2026,High
ZOM3F0E613B,2026-04-18,08:35,Pizza Hut,Biryani,587.13,3,569.52,66,Debit Card,Delivered,4,Saturday,2026,High
ZOM688655B3,2026-04-06,21:07,Domino's,Sandwich,273.78,25,205.33,44,Cash,Delivered,4,Monday,2026,Medium
ZOMF8D8EBC8,2026-04-01,10:14,Domino's,Noodles,948.86,30,664.2,45,Credit Card,Cancelled,4,Wednesday,2026,High
ZOM80AD77CD,2026-04-23,08:18,Barbeque Nation,Biryani,782.74,3,759.26,55,Cash,Delivered,4,Thursday,2026,High
ZOMD2DB9111,2026-04-15,02:18,Haldiram's,Paneer Tikka,658.75,4,632.4,36,Cash,Delayed,4,Wednesday,2026,High
ZOMC0BB642F,2026-04-09,13:56,Biryani House,Biryani,1213.89,24,922.56,70,Debit Card,Delivered,4,Thursday,2026,High
ZOM439FB600,2026-04-08,10:44,Domino's,Fries,1167.34,24,887.18,29,Upi,Delivered,4,Wednesday,2026,High
ZOM0984FDFF,2026-04-24,12:04,Domino's,Biryani,1141.01,19,924.22,38,Debit Card,Delayed,4,Friday,2026,High
ZOM05508EEB,2026-04-30,14:00,Barbeque Nation,Coffee,418.19,24,317.82,18,Credit Card,Delivered,4,Thursday,2026,Medium
ZOMFD60FCBA,2026-04-13,07:02,Biryani House,Pizza,666.79,15,566.77,38,Upi,Delivered,4,Monday,2026,High
ZOMBA7C201D,2026-04-24,16:56,Biryani House,Sandwich,1004.68,40,602.81,68,Upi,Delayed,4,Friday,2026,High
ZOMBF26A072,2026-04-18,18:07,Haldiram's,Pizza,135.11,13,117.55,52,Upi,Delivered,4,Saturday,2026,Low
ZOMD56987FC,2026-04-02,23:15,Pizza Hut,Biryani,1001.95,9,911.77,16,Wallet,Cancelled,4,Thursday,2026,High
ZOM2240E3C8,2026-04-11,05:44,Pizza Hut,Paneer Tikka,396.04,29,281.19,44,Wallet,Cancelled,4,Saturday,2026,Medium
ZOMA3C97EC2,2026-04-08,03:36,Biryani House,Pizza,1015.99,11,904.23,18,Wallet,Delayed,4,Wednesday,2026,High
ZOM1731C991,2026-04-18,13:02,Pizza Hut,Noodles,303.61,29,215.56,33,Credit Card,Cancelled,4,Saturday,2026,Medium
ZOM71EC7624,2026-04-26,08:40,Domino's,Fries,934.94,8,860.14,33,Wallet,Delayed,4,Sunday,2026,High
ZOM4528B215,2026-04-10,22:18,Barbeque Nation,Burger,1397.51,14,1201.86,22,Wallet,Delivered,4,Friday,2026,Very High
ZOMA81F13F3,2026-04-21,17:07,Biryani House,Fries,1111.35,38,689.04,55,Credit Card,Delayed,4,Tuesday,2026,High
ZOMD0CABF52,2026-04-07,09:56,Pizza Hut,Coffee,1277.78,18,1047.78,40,Cash,Delivered,4,Tuesday,2026,Very High
ZOME3BF69A8,2026-04-20,21:23,Haldiram's,Noodles,326.18,31,225.06,18,Credit Card,Delayed,4,Monday,2026,Medium
ZOM359AFD6B,2026-04-14,12:00,McDonald's,Coffee,443.93,26,328.51,68,Cash,Cancelled,4,Tuesday,2026,Medium
ZOMC1645CB1,2026-04-18,13:01,Cafe Coffee Day,Biryani,737.75,18,604.96,63,Debit Card,Cancelled,4,Saturday,2026,High
ZOM97A1EE2D,2026-04-01,04:12,Pizza Hut,Ice Cream,607.58,4,583.28,38,Upi,Delivered,4,Wednesday,2026,High
ZOMEC375E13,2026-04-12,06:43,KFC,Burger,126.03,28,90.74,42,Debit Card,Delivered,4,Sunday,2026,Low
ZOM42365E0B,2026-04-11,13:03,Haldiram's,Pizza,598.67,28,431.04,38,Cash,Delivered,4,Saturday,2026,Medium
ZOM8E49904E,2026-04-09,09:04,Pizza Hut,Sandwich,408.68,37,257.47,43,Wallet,Cancelled,4,Thursday,2026,Medium
ZOMF8800681,2026-04-02,22:24,KFC,Burger,1456.71,23,1121.67,58,Credit Card,Delayed,4,Thursday,2026,Very High
ZOM10BEC996,2026-04-30,14:37,McDonald's,Paneer Tikka,195.09,29,138.51,62,Upi,Delayed,4,Thursday,2026,Low
ZOM61521FE6,2026-04-30,16:40,Biryani House,Sandwich,914.3,25,685.72,69,Debit Card,Delayed,4,Thursday,2026,High
ZOMBE162E03,2026-04-07,13:21,Barbeque Nation,Pasta,655.91,7,610.0,27,Credit Card,Delayed,4,Tuesday,2026,High
ZOMC92F4F29,2026-04-20,15:16,Cafe Coffee Day,Coffee,985.54,35,640.6,50,Upi,Cancelled,4,Monday,2026,High
ZOM252718F4,2026-04-22,14:03,Cafe Coffee Day,Noodles,1185.36,15,1007.56,66,Upi,Delayed,4,Wednesday,2026,Very High
ZOM8DEB38C9,2026-04-09,07:54,Haldiram's,Biryani,128.25,6,120.55,25,Upi,Delayed,4,Thursday,2026,Low
ZOM3B0579C3,2026-04-12,13:31,Burger King,Paneer Tikka,453.82,12,399.36,59,Debit Card,Delivered,4,Sunday,2026,Medium
ZOM4C11D68D,2026-04-26,21:08,Subway,Sandwich,410.26,25,307.69,17,Cash,Delayed,4,Sunday,2026,Medium
ZOM64A7E932,2026-04-30,04:20,Biryani House,Noodles,451.3,10,406.17,39,Wallet,Delayed,4,Thursday,2026,Medium
ZOMDAA74DC3,2026-04-21,05:16,KFC,Paneer Tikka,348.17,30,243.72,60,Cash,Delivered,4,Tuesday,2026,Medium
ZOM70013991,2026-04-24,17:55,Domino's,Biryani,586.64,9,533.84,30,Cash,Delivered,4,Friday,2026,High
ZOM65047890,2026-04-19,03:16,McDonald's,Coffee,1070.46,0,1070.46,54,Cash,Delivered,4,Sunday,2026,Very High
ZOMF04A1DE2,2026-04-25,05:33,KFC,Sandwich,504.88,8,464.49,46,Upi,Delayed,4,Saturday,2026,Medium
ZOM4EDD9177,2026-04-19,16:09,Cafe Coffee Day,Fries,1347.45,0,1347.45,67,Credit Card,Delivered,4,Sunday,2026,Very High
ZOM8C1A6A30,2026-04-11,08:44,Domino's,Noodles,592.09,24,449.99,35,Debit Card,Delayed,4,Saturday,2026,Medium
ZOM3FB15D48,2026-04-23,19:39,KFC,Burger,215.83,35,140.29,16,Upi,Delayed,4,Thursday,2026,Low
ZOM3F7CC35D,2026-04-27,12:50,KFC,Biryani,512.4,15,435.54,26,Debit Card,Delayed,4,Monday,2026,Medium
ZOM6FEE13DA,2026-04-24,04:58,Cafe Coffee Day,Noodles,297.03,28,213.86,28,Cash,Delivered,4,Friday,2026,Medium
ZOME6DF7FC3,2026-04-14,23:32,Biryani House,Coffee,1085.78,2,1064.06,34,Debit Card,Delivered,4,Tuesday,2026,Very High
ZOM008E2F56,2026-04-30,14:00,Domino's,Pasta,406.12,23,312.71,39,Upi,Cancelled,4,Thursday,2026,Medium
ZOMD5C997D7,2026-04-20,10:10,Burger King,Sandwich,980.99,19,794.6,20,Upi,Delayed,4,Monday,2026,High
ZOM3686EE2D,2026-04-16,22:19,Cafe Coffee Day,Sandwich,1124.54,8,1034.58,16,Debit Card,Cancelled,4,Thursday,2026,Very High
ZOME92626A2,2026-04-26,11:32,Biryani House,Biryani,350.47,29,248.83,38,Wallet,Delivered,4,Sunday,2026,Medium
ZOM1E228F6B,2026-04-27,13:53,KFC,Coffee,340.66,2,333.85,27,Wallet,Delayed,4,Monday,2026,Medium
ZOM3F80C246,2026-04-12,20:54,Subway,Coffee,1215.53,25,911.65,61,Upi,Cancelled,4,Sunday,2026,High
ZOM8FF9B2D6,2026-04-19,14:17,Haldiram's,Pasta,554.78,31,382.8,21,Wallet,Delivered,4,Sunday,2026,Medium
ZOMAC74A553,2026-04-19,22:49,Haldiram's,Ice Cream,907.61,31,626.25,60,Credit Card,Delayed,4,Sunday,2026,High
ZOM09700797,2026-04-26,02:16,Biryani House,Pizza,946.26,32,643.46,52,Wallet,Cancelled,4,Sunday,2026,High
ZOM84C568D9,2026-04-27,10:00,KFC,Biryani,1316.15,38,816.01,67,Debit Card,Cancelled,4,Monday,2026,High
ZOM28AF32BE,2026-04-10,06:08,Haldiram's,Sandwich,301.87,14,259.61,39,Upi,Delivered,4,Friday,2026,Medium
ZOMC4DAF7AC,2026-04-04,05:45,McDonald's,Burger,876.31,34,578.36,36,Wallet,Cancelled,4,Saturday,2026,High
ZOMBF2F5525,2026-04-18,10:14,McDonald's,Biryani,467.04,0,467.04,58,Debit Card,Cancelled,4,Saturday,2026,Medium
ZOM39B8B55C,2026-04-24,22:58,KFC,Paneer Tikka,1328.44,8,1222.16,48,Credit Card,Cancelled,4,Friday,2026,Very High
ZOM1F15784D,2026-04-10,05:52,Burger King,Fries,1347.52,40,808.51,40,Debit Card,Delayed,4,Friday,2026,High
ZOM353C1563,2026-04-17,22:31,Barbeque Nation,Ice Cream,208.62,32,141.86,24,Cash,Delivered,4,Friday,2026,Low
ZOMFF67D23F,2026-04-15,16:41,Domino's,Fries,873.53,30,611.47,57,Wallet,Cancelled,4,Wednesday,2026,High
ZOM4DAABD92,2026-04-03,12:33,KFC,Sandwich,188.28,4,180.75,51,Credit Card,Cancelled,4,Friday,2026,Low
ZOMECF7786E,2026-04-10,14:47,Barbeque Nation,Sandwich,1471.77,38,912.5,40,Upi,Delayed,4,Friday,2026,High
ZOM9020FE40,2026-04-11,16:27,Subway,Paneer Tikka,1067.64,39,651.26,64,Debit Card,Delivered,4,Saturday,2026,High
ZOMDF6DED45,2026-04-29,21:34,Haldiram's,Noodles,453.19,0,453.19,24,Cash,Cancelled,4,Wednesday,2026,Medium
ZOM74AFA985,2026-04-26,03:03,Haldiram's,Biryani,1278.39,3,1240.04,41,Upi,Cancelled,4,Sunday,2026,Very High
ZOM519D7466,2026-04-13,04:00,Pizza Hut,Fries,256.56,20,205.25,61,Debit Card,Delayed,4,Monday,2026,Medium
ZOMAFB6C51A,2026-04-17,13:17,Biryani House,Fries,576.15,33,386.02,35,Credit Card,Cancelled,4,Friday,2026,Medium
ZOMB15AA632,2026-04-12,03:11,Subway,Pizza,471.58,27,344.25,15,Upi,Cancelled,4,Sunday,2026,Medium
ZOM139C6122,2026-04-17,14:21,Barbeque Nation,Biryani,839.01,26,620.87,33,Upi,Cancelled,4,Friday,2026,High
ZOMED9C5F24,2026-04-03,13:24,McDonald's,Biryani,607.0,20,485.6,26,Credit Card,Cancelled,4,Friday,2026,Medium
ZOM4FD1DFF9,2026-04-09,02:49,Cafe Coffee Day,Sandwich,826.96,39,504.45,15,Cash,Delivered,4,Thursday,2026,High
ZOMC193BEBF,2026-04-07,16:26,Domino's,Ice Cream,1378.77,27,1006.5,64,Cash,Cancelled,4,Tuesday,2026,Very High
ZOM7400F121,2026-04-27,15:55,Cafe Coffee Day,Pizza,177.82,4,170.71,30,Debit Card,Delivered,4,Monday,2026,Low
ZOM07218F56,2026-04-02,19:19,Burger King,Pasta,1237.65,17,1027.25,47,Debit Card,Delivered,4,Thursday,2026,Very High
ZOM4F5DCB8B,2026-04-06,01:51,Barbeque Nation,Paneer Tikka,1077.29,3,1044.97,62,Wallet,Delivered,4,Monday,2026,Very High
ZOMDF8FCE40,2026-04-01,19:49,KFC,Sandwich,1324.26,4,1271.29,57,Wallet,Delivered,4,Wednesday,2026,Very High
ZOMCF004A4E,2026-04-19,13:40,Cafe Coffee Day,Paneer Tikka,211.37,38,131.05,46,Wallet,Cancelled,4,Sunday,2026,Low
ZOM19F56CC3,2026-04-05,08:21,Subway,Burger,1486.25,35,966.06,28,Credit Card,Cancelled,4,Sunday,2026,High
ZOM71676B56,2026-04-20,08:33,Domino's,Noodles,138.19,20,110.55,28,Credit Card,Cancelled,4,Monday,2026,Low
ZOM6BD6D18D,2026-04-25,22:31,Domino's,Paneer Tikka,532.83,32,362.32,35,Debit Card,Delayed,4,Saturday,2026,Medium
ZOM913C449B,2026-04-21,07:36,Pizza Hut,Paneer Tikka,466.68,1,462.01,68,Wallet,Delivered,4,Tuesday,2026,Medium
ZOM46C3D695,2026-04-05,21:27,Subway,Sandwich,121.5,39,74.11,24,Upi,Delivered,4,Sunday,2026,Low
ZOM0E19C49C,2026-04-03,11:58,Pizza Hut,Ice Cream,852.02,8,783.86,32,Wallet,Delivered,4,Friday,2026,High
ZOMEF7F2A82,2026-04-15,06:54,KFC,Burger,550.81,2,539.79,51,Debit Card,Delayed,4,Wednesday,2026,High
ZOMC96B167F,2026-04-15,15:18,Pizza Hut,Paneer Tikka,854.97,29,607.03,38,Upi,Delayed,4,Wednesday,2026,High
ZOME2F0CBB9,2026-04-10,02:32,Barbeque Nation,Biryani,1361.11,17,1129.72,27,Upi,Delayed,4,Friday,2026,Very High
ZOM0E8FAA0B,2026-04-17,23:08,Barbeque Nation,Coffee,1277.96,20,1022.37,59,Wallet,Cancelled,4,Friday,2026,Very High
ZOM2233BDBC,2026-04-04,18:26,Burger King,Coffee,339.66,14,292.11,16,Credit Card,Delayed,4,Saturday,2026,Medium
ZOM590490CD,2026-04-18,12:45,Burger King,Noodles,979.34,17,812.85,41,Debit Card,Cancelled,4,Saturday,2026,High
ZOMD2850076,2026-04-30,16:13,KFC,Pizza,256.15,28,184.43,39,Debit Card,Delivered,4,Thursday,2026,Low
ZOM074FF97D,2026-04-27,18:13,Pizza Hut,Burger,1026.94,5,975.59,66,Wallet,Delivered,4,Monday,2026,High
ZOMB8B00F1F,2026-04-15,17:32,Biryani House,Fries,326.42,9,297.04,67,Credit Card,Delayed,4,Wednesday,2026,Medium
ZOMBA71AC3F,2026-04-10,13:39,Biryani House,Biryani,877.29,1,868.52,30,Cash,Cancelled,4,Friday,2026,High
ZOM4F5BE00A,2026-04-24,04:14,Cafe Coffee Day,Paneer Tikka,1022.19,7,950.64,47,Wallet,Delivered,4,Friday,2026,High
ZOM68C2A1D5,2026-04-05,05:14,Domino's,Pizza,770.71,36,493.25,60,Debit Card,Cancelled,4,Sunday,2026,Medium
ZOME20E62AE,2026-04-27,08:55,Cafe Coffee Day,Pizza,1223.25,34,807.34,57,Wallet,Cancelled,4,Monday,2026,High
ZOMB8822AB7,2026-04-26,14:28,McDonald's,Noodles,921.68,16,774.21,41,Debit Card,Cancelled,4,Sunday,2026,High
ZOM3CCBF00F,2026-04-11,06:37,Barbeque Nation,Paneer Tikka,844.27,34,557.22,58,Upi,Cancelled,4,Saturday,2026,High
ZOMD46CCD37,2026-04-24,06:29,Haldiram's,Burger,829.58,22,647.07,35,Debit Card,Delayed,4,Friday,2026,High
ZOM650998B5,2026-04-02,17:37,Haldiram's,Coffee,537.45,32,365.47,25,Debit Card,Delayed,4,Thursday,2026,Medium
ZOMC2C6569D,2026-04-07,16:16,Biryani House,Pasta,879.68,28,633.37,48,Upi,Delivered,4,Tuesday,2026,High
ZOM50659529,2026-04-01,21:30,KFC,Paneer Tikka,670.06,9,609.75,40,Upi,Delivered,4,Wednesday,2026,High
ZOM1F6BC517,2026-04-04,20:50,Pizza Hut,Burger,1041.7,1,1031.28,50,Wallet,Delivered,4,Saturday,2026,Very High
ZOM9C64DD3D,2026-04-05,18:41,Biryani House,Burger,1208.97,33,810.01,47,Cash,Delivered,4,Sunday,2026,High
ZOMD48D7F86,2026-04-21,15:00,Haldiram's,Pizza,1383.26,24,1051.28,70,Upi,Delivered,4,Tuesday,2026,Very High
ZOMAF814CD8,2026-04-15,18:08,Haldiram's,Ice Cream,422.84,9,384.78,24,Debit Card,Delayed,4,Wednesday,2026,Medium
ZOM4F50BA56,2026-04-20,07:14,Biryani House,Sandwich,499.36,32,339.56,53,Debit Card,Delivered,4,Monday,2026,Medium
ZOME6076485,2026-04-08,22:20,Pizza Hut,Noodles,181.05,31,124.92,47,Wallet,Cancelled,4,Wednesday,2026,Low
ZOM584C8FD4,2026-04-28,16:50,KFC,Fries,1126.86,14,969.1,37,Debit Card,Delivered,4,Tuesday,2026,High
ZOMCE80631C,2026-04-26,15:28,Burger King,Pasta,445.85,6,419.1,21,Credit Card,Cancelled,4,Sunday,2026,Medium
ZOM4C962378,2026-04-11,20:02,Cafe Coffee Day,Pizza,1060.26,20,848.21,37,Cash,Delayed,4,Saturday,2026,High
ZOM8A9CA79F,2026-04-03,16:30,Barbeque Nation,Sandwich,972.66,14,836.49,60,Credit Card,Cancelled,4,Friday,2026,High
ZOM201A9000,2026-04-02,09:23,KFC,Burger,1474.96,34,973.47,19,Credit Card,Delivered,4,Thursday,2026,High
ZOM94B40E4E,2026-04-10,15:03,Burger King,Pasta,1018.93,6,957.79,56,Credit Card,Delivered,4,Friday,2026,High
ZOMFE0F4FFC,2026-04-07,12:34,Pizza Hut,Coffee,1486.86,7,1382.78,67,Wallet,Delayed,4,Tuesday,2026,Very High
ZOMAB35A05C,2026-04-03,23:02,Cafe Coffee Day,Paneer Tikka,924.24,28,665.45,43,Wallet,Delivered,4,Friday,2026,High
ZOMB6952836,2026-04-28,04:14,Subway,Fries,1001.56,19,811.26,42,Wallet,Cancelled,4,Tuesday,2026,High
ZOM61900ED4,2026-04-09,13:30,Domino's,Pasta,912.82,18,748.51,67,Debit Card,Delayed,4,Thursday,2026,High
ZOM5B048FBB,2026-04-28,13:19,Biryani House,Pasta,1243.88,4,1194.12,23,Wallet,Cancelled,4,Tuesday,2026,Very High
ZOMA4895891,2026-04-16,06:48,McDonald's,Fries,808.08,13,703.03,52,Debit Card,Cancelled,4,Thursday,2026,High
ZOM9F5AC761,2026-04-15,22:58,Cafe Coffee Day,Pasta,341.03,9,310.34,21,Wallet,Cancelled,4,Wednesday,2026,Medium
ZOM8F948252,2026-04-18,23:13,Haldiram's,Burger,1100.73,8,1012.67,36,Wallet,Cancelled,4,Saturday,2026,Very High
ZOM4814E484,2026-04-30,22:42,KFC,Pasta,539.93,10,485.94,26,Credit Card,Delivered,4,Thursday,2026,Medium
ZOMDF2B564B,2026-04-13,23:23,Subway,Ice Cream,215.18,22,167.84,30,Wallet,Cancelled,4,Monday,2026,Low
ZOM16377824,2026-04-26,12:01,Subway,Sandwich,1426.49,13,1241.05,65,Debit Card,Cancelled,4,Sunday,2026,Very High
ZOME338C78B,2026-04-23,08:24,Pizza Hut,Paneer Tikka,363.83,7,338.36,37,Wallet,Cancelled,4,Thursday,2026,Medium
ZOM6331DD65,2026-04-21,02:58,Haldiram's,Burger,985.41,17,817.89,42,Upi,Cancelled,4,Tuesday,2026,High
ZOM86D8310A,2026-04-01,10:00,McDonald's,Ice Cream,1428.66,10,1285.79,57,Upi,Cancelled,4,Wednesday,2026,Very High
ZOMB07DC961,2026-04-19,17:04,McDonald's,Pasta,1010.83,18,828.88,65,Credit Card,Cancelled,4,Sunday,2026,High
ZOMDF487A54,2026-04-22,15:24,Haldiram's,Sandwich,1084.69,3,1052.15,67,Wallet,Delivered,4,Wednesday,2026,Very High
ZOM95D540D3,2026-04-23,15:51,Burger King,Paneer Tikka,740.65,1,733.24,66,Cash,Delayed,4,Thursday,2026,High
ZOMC3183FF5,2026-04-13,09:42,KFC,Pizza,998.95,15,849.11,66,Cash,Cancelled,4,Monday,2026,High
ZOMF4DCCFD8,2026-04-28,20:22,Haldiram's,Paneer Tikka,1457.56,1,1442.98,39,Cash,Delivered,4,Tuesday,2026,Very High
ZOME159905A,2026-04-18,06:26,McDonald's,Paneer Tikka,640.41,29,454.69,62,Debit Card,Cancelled,4,Saturday,2026,Medium
ZOMA6C1E1EF,2026-04-14,13:04,Biryani House,Pasta,122.06,20,97.65,32,Cash,Delivered,4,Tuesday,2026,Low
ZOMBEE0EA17,2026-04-05,04:08,Subway,Paneer Tikka,1058.47,14,910.28,52,Wallet,Delivered,4,Sunday,2026,High
ZOMB3050F72,2026-04-03,06:46,Barbeque Nation,Pasta,724.05,27,528.56,41,Debit Card,Cancelled,4,Friday,2026,High
ZOMD90302EE,2026-04-20,23:01,Haldiram's,Burger,249.43,28,179.59,35,Cash,Delayed,4,Monday,2026,Low
