Order_ID,Date,Time,Restaurant_Name,Food_Item,Order_Amount,Discount_Percentage,Final_Amount,Delivery_Time_Minutes,Payment_Method,Delivery_Status
ZOM47597B16,04-04-2026,00:44,KFC,Noodles,1459.32,1,1444.73,56,Cash,Delayed
ZOMB9F71C02,08-04-2026,13:53,KFC,Burger,983.96,34,649.41,34,Debit Card,Delivered
ZOMF3C590D8,16-04-2026,13:01,Cafe Coffee Day,Noodles,280.71,9,255.45,45,UPI,Cancelled
ZOM6BF6B7C3,19-04-2026,07:12,Domino's,Fries,526.87,25,395.15,15,UPI,Delayed
ZOM073C8C06,28-04-2026,22:27,Haldiram's,Paneer Tikka,1471.69,31,1015.47,61,Wallet,Cancelled
ZOM17230CD2,02-04-2026,15:25,Haldiram's,Noodles,790.82,37,498.22,29,UPI,Delayed
ZOMFB36150A,01-04-2026,13:36,Subway,Coffee,555.87,4,533.64,45,UPI,Cancelled
ZOM349CAA6B,20-04-2026,20:22,Domino's,Biryani,738.69,27,539.24,33,Cash,Cancelled
ZOMF85DB509,12-04-2026,14:14,Pizza Hut,Paneer Tikka,820.54,37,516.94,69,Debit Card,Delivered
ZOMA397AB26,29-04-2026,09:46,Pizza Hut,Noodles,1101.71,26,815.27,66,Cash,Delayed
ZOM6D6E70A0,07-04-2026,09:44,Burger King,Biryani,1153.97,30,807.78,27,Cash,Delayed
ZOM19968D30,16-04-2026,03:50,Subway,Pasta,694.06,31,478.9,28,Wallet,Delivered
ZOM32FC2826,01-04-2026,11:56,Burger King,Ice Cream,479.92,10,431.93,17,UPI,Cancelled
ZOM2F630871,14-04-2026,03:39,KFC,Noodles,432.83,35,281.34,31,Credit Card,Cancelled
ZOMB86BC8AB,25-04-2026,01:49,Burger King,Ice Cream,1331.24,17,1104.93,53,UPI,Delayed
ZOMEBEC908F,02-04-2026,14:51,McDonald's,Paneer Tikka,750.85,7,698.29,54,UPI,Delayed
ZOMED896F70,02-04-2026,16:06,KFC,Fries,350.52,7,325.98,25,Credit Card,Delayed
ZOM448BC71C,15-04-2026,16:31,Burger King,Fries,1130.92,6,1063.06,36,Cash,Delivered
ZOM64311965,28-04-2026,06:28,KFC,Noodles,1458.1,0,1458.1,36,Credit Card,Delayed
ZOM9BBE11CD,06-04-2026,02:17,Pizza Hut,Pasta,633.96,26,469.13,24,Wallet,Cancelled
ZOM151A9CF1,26-04-2026,07:08,Biryani House,Noodles,1226.44,26,907.57,69,Wallet,Delayed
ZOM1B61797F,12-04-2026,00:28,Barbeque Nation,Burger,320.91,0,320.91,20,Credit Card,Cancelled
ZOM2439F083,13-04-2026,05:27,Burger King,Paneer Tikka,204.83,2,200.73,18,Wallet,Cancelled
ZOM9D780053,14-04-2026,12:56,Subway,Fries,1059.6,35,688.74,37,UPI,Cancelled
ZOM2F214A9B,29-04-2026,16:39,Cafe Coffee Day,Pasta,1390.22,25,1042.66,49,Wallet,Delayed
ZOM78EAC271,21-04-2026,14:44,KFC,Sandwich,596.45,25,447.34,20,UPI,Delayed
ZOM5990267F,11-04-2026,12:46,Barbeque Nation,Ice Cream,1112.06,8,1023.1,33,Cash,Delivered
ZOM76AA9699,17-04-2026,17:19,Burger King,Pizza,839.44,40,503.66,16,Wallet,Delayed
ZOM0FF7D233,09-04-2026,07:53,Barbeque Nation,Burger,1188.34,27,867.49,61,UPI,Cancelled
ZOM361E32A2,09-04-2026,20:32,McDonald's,Noodles,609.17,3,590.89,34,Wallet,Delayed
ZOM0DA11CBA,01-04-2026,14:21,Haldiram's,Ice Cream,1476.47,37,930.18,69,Wallet,Delivered
ZOM331A1DE8,12-04-2026,09:18,Burger King,Coffee,1040.35,36,665.82,48,Cash,Delivered
ZOM1891683C,11-04-2026,16:37,Cafe Coffee Day,Burger,385.73,23,297.01,24,Debit Card,Cancelled
ZOM6B48F0AE,03-04-2026,02:03,Cafe Coffee Day,Pasta,706.34,8,649.83,43,UPI,Cancelled
ZOM0758F06B,22-04-2026,16:25,Biryani House,Sandwich,931.77,33,624.29,52,Debit Card,Delayed
ZOMFCE6270D,14-04-2026,14:44,Biryani House,Biryani,1404.83,31,969.33,24,Wallet,Delivered
ZOM2E463BA4,16-04-2026,22:29,Barbeque Nation,Burger,298.55,32,203.01,59,Cash,Cancelled
ZOM28777CD2,16-04-2026,01:47,Pizza Hut,Burger,336.44,35,218.69,53,Debit Card,Delivered
ZOMF0441745,04-04-2026,11:36,Burger King,Burger,519.63,33,348.15,38,Credit Card,Cancelled
ZOM4DC0C1C6,10-04-2026,09:31,Burger King,Paneer Tikka,158.61,9,144.34,41,UPI,Cancelled
ZOM2DD1DC5B,29-04-2026,09:13,Domino's,Burger,372.65,31,257.13,50,Credit Card,Delivered
ZOME68A2B6E,28-04-2026,01:26,Haldiram's,Noodles,784.02,19,635.06,36,Debit Card,Cancelled
ZOM2F59F1DF,27-04-2026,23:53,Barbeque Nation,Noodles,955.88,8,879.41,63,Debit Card,Delayed
ZOM55624E33,15-04-2026,04:55,Haldiram's,Paneer Tikka,1124.45,5,1068.23,41,Debit Card,Delivered
ZOM3C2F153A,29-04-2026,12:21,Subway,Burger,866.57,28,623.93,70,Cash,Delayed
ZOM7885E94B,01-04-2026,18:40,Barbeque Nation,Burger,1218.7,19,987.15,56,Wallet,Delivered
ZOM54AF9AFD,07-04-2026,19:34,Haldiram's,Ice Cream,916.06,3,888.58,27,Debit Card,Delayed
ZOMABF3643A,29-04-2026,00:07,Burger King,Pizza,1028.39,34,678.74,32,Cash,Delivered
ZOMEC5E0436,27-04-2026,22:53,McDonald's,Ice Cream,1344.97,28,968.38,53,Credit Card,Cancelled
ZOM05067CFA,19-04-2026,01:31,Pizza Hut,Coffee,1309.52,1,1296.42,26,Debit Card,Delivered
ZOMF24B4F30,28-04-2026,16:20,McDonald's,Burger,647.18,5,614.82,49,Cash,Cancelled
ZOM411A7367,05-04-2026,05:16,Subway,Coffee,1180.26,9,1074.04,58,Cash,Delivered
ZOME3E0F94C,20-04-2026,10:11,Subway,Coffee,157.5,3,152.78,21,Credit Card,Delivered
ZOM3E6EDAC0,14-04-2026,10:16,Domino's,Pasta,638.21,7,593.54,30,Wallet,Delayed
ZOM9A71F1C9,08-04-2026,15:32,McDonald's,Sandwich,1158.3,24,880.31,18,Credit Card,Cancelled
ZOM3B4D1A16,18-04-2026,13:04,KFC,Pizza,788.16,26,583.24,32,Wallet,Delayed
ZOM12E768A9,22-04-2026,03:15,Subway,Paneer Tikka,1172.91,8,1079.08,41,Debit Card,Delivered
ZOM1BE7F3D1,28-04-2026,20:32,Pizza Hut,Ice Cream,400.77,9,364.7,25,Cash,Delayed
ZOM75959F98,14-04-2026,17:28,Haldiram's,Sandwich,177.67,29,126.15,56,Cash,Delivered
ZOM71C583E4,02-04-2026,15:17,Pizza Hut,Pasta,945.06,24,718.25,52,Wallet,Cancelled
ZOM3556F5A7,02-04-2026,05:47,Subway,Burger,857.04,4,822.76,40,UPI,Delivered
ZOM48D5B71E,24-04-2026,17:17,Haldiram's,Ice Cream,1332.03,13,1158.87,66,Credit Card,Delayed
ZOM824F4A8C,11-04-2026,20:16,Subway,Pasta,1471.9,28,1059.77,57,Credit Card,Cancelled
ZOME9204B58,07-04-2026,14:38,Domino's,Paneer Tikka,573.27,8,527.41,45,UPI,Delivered
ZOM4111CBDF,22-04-2026,05:26,Biryani House,Ice Cream,886.99,31,612.02,20,UPI,Delayed
ZOM8E4A0789,01-04-2026,21:28,Biryani House,Paneer Tikka,1047.7,22,817.21,37,Debit Card,Delivered
ZOMD0A91440,27-04-2026,22:00,KFC,Noodles,292.17,23,224.97,15,Cash,Delayed
ZOM647CEDDD,01-04-2026,08:43,KFC,Burger,1391.53,22,1085.39,67,Wallet,Delayed
ZOM8F6B1F69,10-04-2026,22:14,Pizza Hut,Pizza,443.28,31,305.86,32,Debit Card,Delayed
ZOM7E6A8900,23-04-2026,19:13,Biryani House,Burger,129.85,40,77.91,70,Credit Card,Delayed
ZOMD0D2E3A2,17-04-2026,15:10,Haldiram's,Paneer Tikka,881.46,36,564.13,26,UPI,Delayed
ZOM1E844EEB,05-04-2026,23:04,KFC,Ice Cream,295.85,36,189.34,61,Credit Card,Delivered
ZOM6FE7FF26,28-04-2026,21:01,Haldiram's,Sandwich,1488.89,34,982.67,58,Wallet,Cancelled
ZOM3D3F59CA,01-04-2026,13:41,Pizza Hut,Coffee,1048.88,3,1017.41,69,Debit Card,Cancelled
ZOM3C60F2BB,04-04-2026,21:33,Barbeque Nation,Pizza,763.89,23,588.2,61,Cash,Delivered
ZOM31465949,09-04-2026,13:34,Biryani House,Pasta,739.43,0,739.43,36,UPI,Delayed
ZOM5DBDEDD5,26-04-2026,00:47,McDonald's,Pasta,431.37,27,314.9,27,Cash,Cancelled
ZOM4A27EC6B,10-04-2026,02:40,Cafe Coffee Day,Coffee,982.91,1,973.08,66,UPI,Delayed
ZOM81EC85B1,26-04-2026,20:59,KFC,Burger,581.34,16,488.33,45,Cash,Cancelled
ZOM37000B1D,27-04-2026,01:52,McDonald's,Paneer Tikka,580.35,15,493.3,54,Debit Card,Delivered
ZOMC62696E5,21-04-2026,14:37,Domino's,Coffee,292.26,3,283.49,35,UPI,Delivered
ZOMF78D22CD,02-04-2026,14:03,Biryani House,Burger,536.03,40,321.62,21,UPI,Delayed
ZOME102A422,02-04-2026,09:54,Haldiram's,Coffee,646.41,6,607.63,29,Wallet,Delayed
ZOM5A75FF13,20-04-2026,00:29,Haldiram's,Paneer Tikka,649.81,27,474.36,21,Credit Card,Delayed
ZOMD49360D2,22-04-2026,00:29,KFC,Burger,833.75,37,525.26,21,UPI,Delayed
ZOM35F7B52F,23-04-2026,02:37,Haldiram's,Biryani,1209.39,12,1064.26,55,Wallet,Cancelled
ZOM474ECD93,12-04-2026,13:30,Burger King,Pasta,1119.98,28,806.39,23,UPI,Delivered
ZOM8E7BD567,05-04-2026,09:37,Subway,Paneer Tikka,721.47,22,562.75,49,Cash,Delivered
ZOME17585B9,16-04-2026,09:38,Domino's,Ice Cream,593.2,23,456.76,52,Cash,Delivered
ZOMC8D95564,08-04-2026,16:52,Biryani House,Fries,1272.54,3,1234.36,27,Cash,Delayed
ZOM486DB251,30-04-2026,06:50,Cafe Coffee Day,Noodles,214.4,12,188.67,53,Credit Card,Delayed
ZOM9A1A2790,19-04-2026,10:39,Burger King,Burger,533.49,21,421.46,44,UPI,Cancelled
ZOM407A75EB,08-04-2026,00:40,Cafe Coffee Day,Paneer Tikka,427.77,14,367.88,28,Cash,Cancelled
ZOM96EAD05D,24-04-2026,10:51,Biryani House,Biryani,1141.31,13,992.94,67,UPI,Cancelled
ZOMB990A675,01-04-2026,02:22,Burger King,Sandwich,161.42,7,150.12,43,Cash,Delayed
ZOM23FABFB9,19-04-2026,11:02,KFC,Sandwich,1465.93,12,1290.02,26,Cash,Cancelled
ZOM3AD5B903,24-04-2026,05:21,Burger King,Pasta,1289.6,15,1096.16,16,Cash,Cancelled
ZOMFDB38BEE,30-04-2026,03:01,Biryani House,Burger,1267.4,8,1166.01,36,Cash,Cancelled
ZOMB1DE55A2,15-04-2026,07:23,Barbeque Nation,Paneer Tikka,1237.09,10,1113.38,42,UPI,Delivered
ZOM6E3601F0,05-04-2026,04:50,Biryani House,Fries,381.7,34,251.92,35,Wallet,Cancelled
ZOM2EE9CAA4,21-04-2026,07:58,Haldiram's,Pasta,183.75,39,112.09,69,Wallet,Cancelled
ZOM380D4C73,26-04-2026,04:20,Subway,Biryani,461.1,40,276.66,69,Wallet,Delayed
ZOM5E15304A,29-04-2026,15:13,Haldiram's,Burger,1123.67,30,786.57,25,Wallet,Cancelled
ZOM013F462B,25-04-2026,20:48,Barbeque Nation,Noodles,822.64,31,567.62,26,Credit Card,Delayed
ZOMD8E85EE9,12-04-2026,16:44,Cafe Coffee Day,Sandwich,786.95,31,543,52,Debit Card,Delayed
ZOMDEFC930A,30-04-2026,18:41,KFC,Noodles,170.51,14,146.64,70,Cash,Cancelled
ZOMC12BCF3B,07-04-2026,09:27,Burger King,Fries,1346.42,36,861.71,31,Wallet,Delivered
ZOM09B29C99,05-04-2026,02:18,KFC,Paneer Tikka,733.42,22,572.07,17,Debit Card,Delayed
ZOM9032BB56,20-04-2026,10:27,Biryani House,Fries,742.59,27,542.09,66,Debit Card,Cancelled
ZOMB1A88664,09-04-2026,12:01,Subway,Burger,367.8,14,316.31,37,UPI,Cancelled
ZOM3DD75A65,27-04-2026,16:32,Subway,Pasta,874.38,5,830.66,21,UPI,Delivered
ZOM512396A4,12-04-2026,01:34,Pizza Hut,Sandwich,396.42,12,348.85,34,Credit Card,Delivered
ZOM012030A9,23-04-2026,19:08,Subway,Pizza,1497.8,34,988.55,64,Credit Card,Cancelled
ZOM750D15A6,27-04-2026,11:50,Haldiram's,Pizza,1495.64,25,1121.73,45,Wallet,Delivered
ZOMD48D908E,28-04-2026,12:14,Cafe Coffee Day,Pasta,433.16,13,376.85,48,Wallet,Delayed
ZOMBE98B693,25-04-2026,14:46,McDonald's,Fries,1243.87,21,982.66,69,Cash,Cancelled
ZOMC3F1BE97,25-04-2026,22:26,Barbeque Nation,Pizza,409.23,28,294.65,38,Cash,Delayed
ZOMCD7EEF7D,28-04-2026,04:19,Cafe Coffee Day,Fries,1421.83,0,1421.83,36,Cash,Cancelled
ZOMF8FA0626,14-04-2026,21:48,Subway,Fries,676.65,34,446.59,52,UPI,Delayed
ZOM74559515,26-04-2026,01:59,Haldiram's,Paneer Tikka,312.01,21,246.49,53,Wallet,Cancelled
ZOM994BFC71,13-04-2026,06:25,KFC,Noodles,207.92,24,158.02,21,Credit Card,Delayed
ZOMF17CB003,15-04-2026,20:57,McDonald's,Ice Cream,540.41,10,486.37,26,UPI,Delayed
ZOME97E78F8,20-04-2026,15:01,Biryani House,Sandwich,377.64,4,362.53,28,Cash,Cancelled
ZOM2B616C32,22-04-2026,16:04,Barbeque Nation,Pizza,747.44,23,575.53,25,Credit Card,Cancelled
ZOMEB05D538,13-04-2026,05:07,Cafe Coffee Day,Burger,298.21,26,220.68,39,Cash,Delivered
ZOM24C5D863,28-04-2026,06:19,Burger King,Paneer Tikka,716.44,30,501.51,51,Credit Card,Delayed
ZOM680323DC,07-04-2026,16:45,KFC,Pizza,1065.07,17,884.01,24,Debit Card,Delivered
ZOM6A69C784,27-04-2026,12:38,Pizza Hut,Paneer Tikka,1234.44,33,827.07,46,Debit Card,Cancelled
ZOME0585939,19-04-2026,01:47,Pizza Hut,Sandwich,245.72,29,174.46,40,Wallet,Delivered
ZOMA6A43563,14-04-2026,07:11,Cafe Coffee Day,Coffee,1361.95,27,994.22,57,Cash,Delayed
ZOM25EC0103,19-04-2026,03:25,KFC,Biryani,1084.13,2,1062.45,32,Wallet,Cancelled
ZOM6D251B81,22-04-2026,02:44,Cafe Coffee Day,Coffee,1122.62,13,976.68,63,Wallet,Delivered
ZOM5DBC527B,12-04-2026,02:48,Biryani House,Noodles,265.21,20,212.17,25,Credit Card,Delivered
ZOM219BB02B,17-04-2026,01:29,Cafe Coffee Day,Coffee,156.87,40,94.12,36,Debit Card,Delivered
ZOME1F4DB7D,13-04-2026,01:00,Pizza Hut,Noodles,465.84,8,428.57,46,Debit Card,Delivered
ZOM3696F397,03-04-2026,17:42,Burger King,Noodles,454.37,28,327.15,67,Credit Card,Delivered
ZOM63E0838D,06-04-2026,00:38,McDonald's,Ice Cream,258.71,18,212.14,62,Debit Card,Delivered
ZOM1BBFDD6A,03-04-2026,21:48,Burger King,Noodles,135.47,17,112.44,37,Cash,Delivered
ZOM2B58E014,23-04-2026,01:57,Cafe Coffee Day,Pizza,1051.56,13,914.86,68,Wallet,Delayed
ZOMC7D88544,22-04-2026,22:42,Subway,Noodles,1357.87,24,1031.98,18,Wallet,Delivered
ZOM9BF218C3,02-04-2026,12:49,Pizza Hut,Pasta,398.4,15,338.64,27,UPI,Delivered
ZOMAB30B0CC,14-04-2026,00:00,McDonald's,Pasta,585.22,12,514.99,21,Cash,Delayed
ZOMAA858FFD,06-04-2026,01:26,Pizza Hut,Ice Cream,827.25,20,661.8,55,Cash,Delayed
ZOM40BF9D59,07-04-2026,17:25,KFC,Pasta,1415.71,7,1316.61,21,Credit Card,Cancelled
ZOM0E626473,06-04-2026,00:25,Biryani House,Pasta,1022.51,0,1022.51,44,Cash,Delivered
ZOM9DA2617F,22-04-2026,08:41,McDonald's,Pasta,980.99,2,961.37,41,Credit Card,Delayed
ZOM0338AF80,16-04-2026,03:45,Burger King,Sandwich,859.93,36,550.36,21,Wallet,Cancelled
ZOM4EE34A02,21-04-2026,22:24,Pizza Hut,Biryani,1055.5,8,971.06,55,Credit Card,Delayed
ZOM545CB219,16-04-2026,02:21,Cafe Coffee Day,Coffee,144.36,37,90.95,47,Cash,Delayed
ZOM75BCAF5D,19-04-2026,22:00,McDonald's,Sandwich,441,39,269.01,30,Debit Card,Delivered
ZOMC283592C,20-04-2026,02:03,Subway,Pasta,309.83,31,213.78,24,Debit Card,Delivered
ZOM88752721,21-04-2026,01:15,Cafe Coffee Day,Fries,1394.3,38,864.47,23,Credit Card,Cancelled
ZOM62721EAC,21-04-2026,01:33,Subway,Pizza,1212.66,26,897.37,29,Credit Card,Cancelled
ZOM74075B2A,08-04-2026,06:34,KFC,Paneer Tikka,194.62,15,165.43,70,Debit Card,Delayed
ZOM7DAC3852,11-04-2026,05:28,Cafe Coffee Day,Burger,989.1,4,949.54,27,UPI,Delayed
ZOM7074094E,05-04-2026,06:08,Barbeque Nation,Pasta,246.63,37,155.38,30,Wallet,Delivered
ZOM490717D9,14-04-2026,23:29,KFC,Coffee,549.82,12,483.84,26,Wallet,Delivered
ZOM767A6240,10-04-2026,09:36,KFC,Sandwich,738.61,40,443.17,70,Debit Card,Delivered
ZOMC9455166,12-04-2026,12:24,Biryani House,Ice Cream,351.52,28,253.09,54,Debit Card,Delivered
ZOM726AABDA,27-04-2026,15:01,McDonald's,Sandwich,1171.46,27,855.17,53,Wallet,Delivered
ZOMA3748310,18-04-2026,23:11,Subway,Noodles,475.06,29,337.29,33,Debit Card,Delayed
ZOMDD41EF79,20-04-2026,15:04,KFC,Biryani,579.86,30,405.9,27,UPI,Delivered
ZOME4BB73D3,28-04-2026,16:46,Biryani House,Coffee,1120.98,31,773.48,40,Credit Card,Cancelled
ZOM72C7BFD2,16-04-2026,09:41,Biryani House,Pizza,1482.78,4,1423.47,22,Debit Card,Delayed
ZOM89864D39,06-04-2026,06:48,Pizza Hut,Ice Cream,722.09,16,606.56,60,Debit Card,Delayed
ZOMABA97DB6,23-04-2026,11:44,Biryani House,Pasta,199.63,24,151.72,30,Debit Card,Delivered
ZOMBA41695E,30-04-2026,11:40,Burger King,Sandwich,1095.05,1,1084.1,53,Debit Card,Delayed
ZOM87387B1D,05-04-2026,08:15,Domino's,Burger,950.97,10,855.87,64,UPI,Delayed
ZOMF4A36278,23-04-2026,12:25,Barbeque Nation,Pasta,1094.38,5,1039.66,42,Cash,Cancelled
ZOM0B0C854C,09-04-2026,22:19,Biryani House,Paneer Tikka,810.89,34,535.19,34,Debit Card,Delayed
ZOM8D101B8D,28-04-2026,02:06,Burger King,Sandwich,997.93,22,778.39,62,Cash,Delayed
ZOMB5B72EA0,13-04-2026,22:19,Cafe Coffee Day,Pizza,128.86,10,115.97,21,UPI,Delayed
ZOM1885CDB1,14-04-2026,16:26,Burger King,Biryani,1023.24,27,746.97,38,Cash,Delayed
ZOM47665DBB,05-04-2026,06:31,Cafe Coffee Day,Paneer Tikka,371.14,7,345.16,67,Cash,Delivered
ZOM688D3534,07-04-2026,01:47,Subway,Coffee,372.17,12,327.51,43,Wallet,Delivered
ZOM157794E9,28-04-2026,20:10,Biryani House,Burger,230.14,5,218.63,32,UPI,Cancelled
ZOMF895FB8E,01-04-2026,18:15,Domino's,Pizza,779.5,6,732.73,32,UPI,Delayed
ZOM353DF44C,19-04-2026,01:06,Biryani House,Paneer Tikka,411.27,0,411.27,48,Credit Card,Cancelled
ZOM3EFF6958,16-04-2026,10:38,Pizza Hut,Fries,712.65,23,548.74,67,Cash,Cancelled
ZOMC12912C3,22-04-2026,12:24,Pizza Hut,Burger,962.92,22,751.08,15,Debit Card,Delayed
ZOM2390A588,13-04-2026,23:53,Domino's,Paneer Tikka,1345.4,8,1237.77,22,Wallet,Cancelled
ZOMFAB8785C,23-04-2026,07:23,Barbeque Nation,Coffee,743.65,30,520.55,57,Cash,Delivered
ZOMC2C7B974,21-04-2026,10:01,Pizza Hut,Noodles,994.61,2,974.72,29,Wallet,Cancelled
ZOMEB64B1DC,13-04-2026,23:39,Biryani House,Noodles,1215.67,22,948.22,57,UPI,Delayed
ZOMBC752DA0,13-04-2026,09:38,Barbeque Nation,Paneer Tikka,389.21,9,354.18,65,Wallet,Delivered
ZOMA853583C,05-04-2026,15:50,Cafe Coffee Day,Biryani,240.18,35,156.12,43,UPI,Cancelled
ZOM5918652F,22-04-2026,17:15,McDonald's,Burger,455.83,10,410.25,42,UPI,Delivered
ZOMC247D542,30-04-2026,10:57,KFC,Sandwich,649.22,17,538.85,57,Debit Card,Delayed
ZOMCA0AE2AD,04-04-2026,21:08,Cafe Coffee Day,Burger,1393.38,40,836.03,65,Credit Card,Delivered
ZOMA754D055,30-04-2026,18:49,Pizza Hut,Coffee,1394.91,4,1339.11,60,Debit Card,Delayed
ZOMF47471EE,21-04-2026,17:54,KFC,Sandwich,723.01,14,621.79,22,Credit Card,Delivered
ZOM0A1E73EC,04-04-2026,02:21,McDonald's,Paneer Tikka,1142,12,1004.96,38,Cash,Cancelled
ZOMFEC4134F,13-04-2026,18:47,Haldiram's,Ice Cream,122.32,3,118.65,27,Debit Card,Cancelled
ZOM39D0949E,11-04-2026,11:51,Barbeque Nation,Paneer Tikka,1057.44,8,972.84,52,Cash,Delivered
ZOM3DF33D6A,13-04-2026,00:34,Burger King,Sandwich,1296.26,20,1037.01,68,Cash,Cancelled
ZOMF02617BD,22-04-2026,14:09,Domino's,Paneer Tikka,950.02,9,864.52,35,Credit Card,Delayed
ZOM4BC2F0CF,23-04-2026,03:17,Cafe Coffee Day,Pasta,1495.65,36,957.22,46,Credit Card,Delayed
ZOMB598E14D,13-04-2026,01:51,KFC,Pizza,579.74,13,504.37,70,Cash,Cancelled
ZOM3EB27DDF,24-04-2026,12:19,Domino's,Ice Cream,1478.46,10,1330.61,40,Credit Card,Cancelled
ZOM4040538A,22-04-2026,15:22,McDonald's,Ice Cream,1165.65,25,874.24,61,Credit Card,Cancelled
ZOM2D4BECAE,23-04-2026,06:44,McDonald's,Biryani,1301.63,25,976.22,35,Wallet,Delivered
ZOM75DD6F08,28-04-2026,22:19,Haldiram's,Biryani,751.39,10,676.25,43,Debit Card,Cancelled
ZOM0CDC2CB3,29-04-2026,04:13,Domino's,Fries,421.03,12,370.51,61,Wallet,Delivered
ZOM73447500,22-04-2026,04:24,Burger King,Pizza,1431.55,27,1045.03,21,Credit Card,Cancelled
ZOM91CEB187,06-04-2026,01:07,Haldiram's,Coffee,1472.78,21,1163.5,24,Debit Card,Delivered
ZOM173B8EA1,02-04-2026,03:15,Haldiram's,Biryani,667.37,19,540.57,56,Debit Card,Delayed
ZOM3E23F253,26-04-2026,21:42,Biryani House,Sandwich,243.66,29,173,55,Debit Card,Cancelled
ZOM41951FAC,01-04-2026,03:07,Barbeque Nation,Pasta,234.04,31,161.49,16,Wallet,Delayed
ZOM10F5A91E,19-04-2026,15:17,Haldiram's,Biryani,1077.34,6,1012.7,39,Debit Card,Delayed
ZOM4089F55D,23-04-2026,13:19,Pizza Hut,Burger,908.56,6,854.05,60,Wallet,Delivered
ZOMC6EB5FEC,13-04-2026,22:01,Barbeque Nation,Noodles,663.44,34,437.87,19,Wallet,Delayed
ZOM16AD890D,18-04-2026,22:52,KFC,Burger,1210.29,7,1125.57,26,Wallet,Delayed
ZOM4013C051,06-04-2026,00:35,McDonald's,Pizza,737.18,20,589.74,23,Wallet,Delivered
ZOM77FFB36E,21-04-2026,05:05,McDonald's,Burger,896.24,2,878.32,47,Credit Card,Cancelled
ZOM10D1FE63,18-04-2026,05:27,KFC,Sandwich,1468.4,0,1468.4,17,Wallet,Cancelled
ZOMB90BCE79,22-04-2026,17:28,Pizza Hut,Ice Cream,313,31,215.97,37,Wallet,Delayed
ZOM76DE725B,17-04-2026,06:44,KFC,Pizza,256.63,2,251.5,27,Cash,Cancelled
ZOM4E9AE098,28-04-2026,06:08,Haldiram's,Fries,950.96,13,827.34,32,Cash,Delayed
ZOM4C95F84F,20-04-2026,13:04,Biryani House,Biryani,878.79,16,738.18,40,Debit Card,Delivered
ZOM488E8436,09-04-2026,21:27,Barbeque Nation,Pasta,1417.48,9,1289.91,19,Credit Card,Delayed
ZOM7536208A,23-04-2026,20:12,Barbeque Nation,Paneer Tikka,1105.93,36,707.8,25,Debit Card,Delivered
ZOM5017C812,11-04-2026,13:24,KFC,Burger,155.76,38,96.57,32,UPI,Delayed
ZOMEC5E4AF9,04-04-2026,21:35,McDonald's,Fries,681.36,21,538.27,36,Credit Card,Delivered
ZOM6BBA7AB1,28-04-2026,07:17,KFC,Coffee,133.61,24,101.54,21,UPI,Delivered
ZOMF255F0CC,17-04-2026,23:56,McDonald's,Ice Cream,543.04,31,374.7,37,Wallet,Cancelled
ZOM697D098E,18-04-2026,08:38,Burger King,Fries,256.71,3,249.01,63,Debit Card,Delivered
ZOM454BECA5,12-04-2026,23:43,Barbeque Nation,Paneer Tikka,1455.84,34,960.85,69,Debit Card,Cancelled
ZOMB0EC3EED,19-04-2026,04:16,Burger King,Biryani,133.11,32,90.51,24,Debit Card,Delayed
ZOM1F887205,24-04-2026,08:03,Pizza Hut,Pasta,1387.45,40,832.47,58,Wallet,Cancelled
ZOMBEBDA159,23-04-2026,14:11,Cafe Coffee Day,Ice Cream,725.76,22,566.09,33,Credit Card,Cancelled
ZOM5A408B2F,17-04-2026,22:56,Subway,Burger,1394.86,14,1199.58,34,Debit Card,Cancelled
ZOM424912A4,28-04-2026,02:40,McDonald's,Biryani,229.68,15,195.23,51,UPI,Delivered
ZOMB7EA4F55,24-04-2026,09:35,Biryani House,Ice Cream,1402.83,0,1402.83,61,Cash,Cancelled
ZOM129FC5D6,16-04-2026,16:43,McDonald's,Coffee,1497.18,34,988.14,15,Wallet,Delivered
ZOM16865BC3,30-04-2026,23:00,Pizza Hut,Pasta,1105.54,34,729.66,62,Wallet,Delayed
ZOM3B71E6B0,20-04-2026,01:38,Barbeque Nation,Pasta,739.14,10,665.23,26,UPI,Cancelled
ZOM57BD9A92,27-04-2026,04:32,Biryani House,Noodles,607.54,3,589.31,39,Cash,Cancelled
ZOM8485E668,04-04-2026,10:58,McDonald's,Sandwich,1057.11,34,697.69,34,Debit Card,Cancelled
ZOMBAC48713,09-04-2026,06:00,Biryani House,Pasta,1138.48,36,728.63,34,Wallet,Delivered
ZOM2E7FC42F,30-04-2026,14:57,Domino's,Fries,972.49,31,671.02,15,Wallet,Cancelled
ZOM716AD28C,11-04-2026,09:22,Burger King,Coffee,267.89,22,208.95,37,UPI,Delivered
ZOM9B3D737E,14-04-2026,15:12,Burger King,Coffee,236.95,32,161.13,22,Debit Card,Delivered
ZOM64270E94,05-04-2026,21:16,Pizza Hut,Sandwich,432.01,25,324.01,38,Debit Card,Delivered
ZOM3D7D6B1B,18-04-2026,08:06,Burger King,Biryani,1485.33,28,1069.44,37,Debit Card,Delivered
ZOM0286543D,12-04-2026,22:12,Domino's,Biryani,272.72,18,223.63,40,Debit Card,Delayed
ZOMADEDE142,11-04-2026,01:10,Subway,Burger,1039.36,30,727.55,41,Debit Card,Delayed
ZOM3CA5CEA8,16-04-2026,21:45,Barbeque Nation,Coffee,295.86,25,221.9,23,UPI,Delivered
